QNAME	flags	qualifiedLen_Java	qualifiedLen_Rust	threshold_Java	threshold_Rust	max_ll_J_float	max_ll_J_double	max_ll_R_f64	winner_Java	winner_Rust	decision_Java	decision_Rust	extra_retain
HWI-D00360:8:H88U0ADXX:2:1116:13828:55178	99	148	148	-8.0	-8.0	-2.6433181762695312e0	-2.6433176565678309e0	-2.6433176760140213e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:2:1202:18969:75230	83	28	28	-4.0	-4.0	-2.5768127441406250e0	-2.5768130131006615e0	-2.5768130170008590e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:2:1202:2167:29450	147	121	121	-8.0	-8.0	-9.6019897460937500e0	-9.6019891958216590e0	-9.6019892121436783e0	c59cd4408a696108	c59cd4408a696108	DROP	DROP	false
HWI-D00360:8:H88U0ADXX:2:1206:5788:95711	163	107	107	-8.0	-8.0	-9.5434722900390625e0	-9.5434729602459925e0	-9.5434729724215686e0	89c6d3791de60a14	89c6d3791de60a14	DROP	DROP	false
HWI-D00360:8:H88U0ADXX:2:1213:15376:17578	163	78	78	-8.0	-8.0	-1.2008958816528320e1	-1.2008958662233340e1	-1.2008958671239782e1	e21e56f2bb86a60b	91f3de0e1511601f	DROP	DROP	false
HWI-D00360:8:H88U0ADXX:2:2101:7566:46476	83	64	64	-8.0	-8.0	-2.6030311584472656e0	-2.6030291110882899e0	-2.6030291197831730e0	5c15d6193ce64f9f	5c15d6193ce64f9f	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:2:2105:9169:69257	147	20	20	-4.0	-4.0	-2.5710868835449219e0	-2.5710881649147268e0	-2.5710881675444739e0	a849791c2b4203ee	a849791c2b4203ee	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:2:2116:18276:75958	147	148	148	-8.0	-8.0	-2.6414566040039062e0	-2.6414586053670632e0	-2.6414586228556800e0	c271d95dba362ffb	c271d95dba362ffb	KEEP	KEEP	false
HWI-D00360:8:H88U0ADXX:2:2201:20089:6826	83	68	68	-8.0	-8.0	-9.0603408813476562e0	-9.0603410206913395e0	-9.0603410296982361e0	a849791c2b4203ee	a849791c2b4203ee	DROP	DROP	false
HWI-D00360:8:H88U0ADXX:2:2214:8541:27804	83	96	96	-8.0	-8.0	-6.0207481384277344e0	-6.0207482250319799e0	-6.0207482384664104e0	c59cd4408a696108	c59cd4408a696108	KEEP	KEEP	false
