stage	path	fn	line	verdict	note
05_assembly	gatk-haplotypecaller/src/seq_graph.rs	simplify_graph	518	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/seq_graph.rs	trace_linear_chain	325	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph.rs	vertex_in_degree	522	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/seq_graph.rs	vertex_out_degree	526	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/seq_graph.rs	vertex_sequence	534	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/seq_graph.rs	zip_linear_chains	295	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	all_vertices_are_only_suffix	301	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	common_prefix_suffix	414	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	common_suffix_only	305	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	graph_topology_signature	33	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	merge_common_suffices_collapses_identical_predecessors	498	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	merge_common_suffices_until_complete	85	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	merge_diamonds_until_complete	55	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	merge_tails_until_complete	59	tight	trivial getter/ctor
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	read	476	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	safe_to_split_suffix	271	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	simplify_graph_full	13	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	simplify_graph_once	45	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	simplify_graph_once_runs_on_p5_graph	484	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	split_and_update	340	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	split_common_suffices_until_complete	63	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	transform_until_complete	89	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	try_merge_common_suffices	229	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	try_merge_diamond	110	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	try_merge_tails	142	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	try_split_common_suffix	161	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	without_prefix_suffix	450	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	without_suffix	328	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/seq_graph_simplify.rs	would_eliminate_ref_source	292	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_kbest_haplotype.rs	cmp	60	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_kbest_haplotype.rs	eq	74	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_kbest_haplotype.rs	extend	36	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_kbest_haplotype.rs	find_best_haplotypes_seq_graph	82	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
05_assembly	gatk-haplotypecaller/src/seq_kbest_haplotype.rs	new	25	tight	short leaf; no safe absolute-speed win
05_assembly	gatk-haplotypecaller/src/seq_kbest_haplotype.rs	partial_cmp	68	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	activity_profile_base_process_state	300	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	activity_state_offset_matches_gatk_semantics	791	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	adaptive_filter_size	287	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	adaptive_filter_size_shrinks_for_tight_sigma	781	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	add	450	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	add_rejects_non_contiguous_locus	881	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	band_pass_defaults_match_assembly_region_iterator	766	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	band_pass_process_state	332	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	contig	537	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	effective_max_prob_propagation_distance	231	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	expand_smoothed	479	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	find_best_cut_site	702	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	find_end_of_region	680	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	find_first_activity_boundary	716	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	gatk_haplotype_caller_defaults	176	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	gatk_threshold_constants_match_assembly_region_defaults	748	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	get	159	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	high_quality_soft_clips	86	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	hq_expansion_span_matches_max_propagation_plus_filter_cap	825	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	hq_soft_clip_bases	109	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	hq_soft_clip_evidence_carries_length_plain_does_not	805	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	incorporate_sorted	492	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	is_active	122	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	is_active_respects_strict_greater_than_threshold	818	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	is_empty	553	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	is_minimum	734	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	kind	103	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	last_input_pos	545	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	len	549	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	make_gaussian_kernel	270	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	max_prob_propagation_distance_with_filter	443	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	new	422	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	new	75	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	normal_distribution	264	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	normalized_kernel	242	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	offset_from_region_start	117	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	padded_bounds_are_clipped_to_contig_edges	971	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	pop_next_ready_region	613	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	pop_ready_regions	589	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	pop_ready_regions_cuts_active_region_at_local_minimum_when_maxed	918	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	pop_ready_regions_splits_active_then_inactive_and_updates_origin	942	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	pop_ready_regions_waits_until_safe_without_force_conversion	900	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	positive_sigma_rejects_non_positive	797	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	region_start	541	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	resolved_filter_and_kernel	247	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	resolved_filter_size	237	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	root_two_pi	29	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	single_centered_spike_drops_left_tail_before_region_start	834	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	states	557	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	total_smoothed_mass	562	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_profile.rs	try_from_assembly_region	188	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	try_new	150	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_profile.rs	try_new	208	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	try_pop_next_ready_region	568	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_profile.rs	two_adjacent_spikes_accumulate_overlapping_windows	858	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	approximate_log10_sum_log10_pair	218	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	calc_ref_vs_any_log10_genotype_likelihoods	447	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	calculate_multi_sample_any_non_ref_posterior	363	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	calculate_single_sample_biallelic_non_ref_posterior	326	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	default	74	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	effective_qual	383	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	empty_pileup_yields_zero_activity	636	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	fast_round_java	191	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	from_haplotype_caller_config	93	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	frozen_hom_alt_five_reads_matches_python_reference	617	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	frozen_hom_ref_single_read_matches_python_reference	589	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	genotype_log10_likelihoods_after_java_genotype_pl_roundtrip	249	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	haplotype_caller_activity_profile_state_multi_sample	519	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	haplotype_caller_activity_profile_state_single_sample	506	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	hq_soft_clip_kind_when_mean_exceeds_threshold	643	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	hq_soft_clip_running_mean_rcm_path	403	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	hq_soft_clip_running_mean_rcm_stratified	425	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	is_alt_after_assembly	163	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	is_alt_after_assembly_ignores_indel_flank_flags	560	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	is_alt_before_assembly	142	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	is_alt_before_assembly_hom_ref_match	553	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	jacobian_log_table_get	199	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	java_genotype_pl_roundtrip_matches_htsjdk_joint_probe_gl	576	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	java_math_round_double_to_i32	234	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	log10_sum_log10	266	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	log10_sum_two_values_matches_max_plus_log10_1_plus_pow	567	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	log_binomial_coefficient_natural	319	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	log_to_log10	314	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	max_element_index	302	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	multi_sample_probability_aggregates_any_non_ref	661	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	multi_sample_state_empty_returns_zero	706	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	multi_sample_state_reduces_to_single_sample_for_one_sample	689	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	normalize_from_log10_to_linear_space	296	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	qual_to_error_prob_log10_byte	186	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	qual_to_error_prob_log10_double	168	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	qual_to_prob_log10_byte	172	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	ref_pseudocount	103	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	skip_observation	391	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/activity_scoring.rs	snp_pseudocount	108	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/annotator/engine.rs	annotate_parity_v1_site	53	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/annotator/engine.rs	parity_v1_matches_core_annotations	78	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	best_ll_per_read	2107	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	call_region	442	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	call_region_assemble	2001	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	call_region_inactive_reference	1979	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	call_region_mut	454	tight	parity-sensitive; no safe absolute-speed win without gate risk
06_walker	gatk-haplotypecaller/src/engine.rs	compact_likelihoods_for_kept_reads	2119	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	compute_region_read_likelihoods	2409	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	default	132	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/engine.rs	filter_normalized_region_read_likelihoods	2305	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	filter_poorly_modeled_region_read_likelihoods	2236	tight	parity-sensitive; no safe absolute-speed win without gate risk
06_walker	gatk-haplotypecaller/src/engine.rs	is_java_compatible	144	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/engine.rs	is_strict_java	138	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/engine.rs	legacy_read_bridges	210	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/engine.rs	log10_min_true_likelihood_for_read	2160	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	normalize_region_read_likelihoods	2187	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	pairhmm_eligible_haplotype_indices	2168	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	parity_aligned	181	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	post_process_pairhmm_likelihoods	2326	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	prepare_traversal	359	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	prepare_traversal_default	379	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/engine.rs	preserve_untrimmed_indel_haplotypes	228	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	read_shards	392	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/engine.rs	read_shards_default_padding	401	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/engine.rs	read_supplement_from_env	222	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/engine.rs	reads_overlapping_active_span	2018	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	rebuild_variation_events_for_genotyping	273	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	refresh_region_read_likelihoods	2030	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	remove_read_stubs_after_trim	327	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	retain_marginal_cluster_upstream_likelihoods	2278	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	retain_marginal_p12_cluster_upstream_read	2073	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/engine.rs	retain_marginal_sparse_softclip_likelihoods	2130	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	retain_marginal_sparse_softclip_read	2084	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	score_pairhmm_from_records	2347	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	shutdown	2013	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/engine.rs	strict_java	149	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	tile_count	386	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/engine.rs	traverse_assembly_regions	420	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	union_genotyped_calls_into_variation_events	297	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/engine.rs	walker_apply_stats	413	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	advance_to	207	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	bootstrap_active	236	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	from_closed_interval	44	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	from_genotyping_evidence_records	138	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	from_records	118	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	from_records_inner	147	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	from_records_qname_deduped	128	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	from_spans	36	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	hq_soft_clip_cached	187	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	ingest_reads_through	247	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	interval_locus_iterator_visits_empty_loci	506	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	locus_pileup_walker_advances_monotonically	512	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	new	462	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	next	52	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	nonempty_stratified_sample_pileups_ordered	311	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	pileup_at	358	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	pileup_at	475	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	pileup_depth	370	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	pileup_observation_from_record	375	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	pileup_observation_from_record_with_hq	385	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	pileup_observations	272	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	record_overlaps_locus_1based	482	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	reference_span0	73	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	reset_cursor	201	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/locus_iterator.rs	rg_sm_from_record	429	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/run.rs	accept_pair_hmm_cli_flag	993	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/run.rs	assembly_region_variant_records	463	tight	parity-sensitive; no safe absolute-speed win without gate risk
06_walker	gatk-haplotypecaller/src/run.rs	hc_scaffold_output_requested	426	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/run.rs	hc_variant_output_enabled	433	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/run.rs	merge_region_emit_batches	950	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/run.rs	merge_region_emit_batches_is_position_ordered_and_deduped	1021	tight	trivial getter/ctor
06_walker	gatk-haplotypecaller/src/run.rs	mk	1022	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/run.rs	owned_bam_header	78	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/run.rs	pair_hmm_impl_from_config	411	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/run.rs	process_one_region_gvcf	864	tight	parity-sensitive; no safe absolute-speed win without gate risk
06_walker	gatk-haplotypecaller/src/run.rs	process_one_region_vcf	745	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/run.rs	push_deduped_vcf	969	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/run.rs	reject_legacy_provisional_output	447	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/run.rs	reject_non_default_max_alternate_alleles	1012	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/run.rs	reject_unknown_pair_hmm_cli_flag	1003	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/run.rs	reject_unsupported_haplotype_caller_cli	380	tight	reviewed isolation; no safe absolute-speed win without algo/parity change
06_walker	gatk-haplotypecaller/src/run.rs	release_region_tls_scratch	61	tight	short leaf; no safe absolute-speed win
06_walker	gatk-haplotypecaller/src/run.rs	release_region_tls_scratch_all_threads	70	tight	short leaf; no safe absolute-speed win
